model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,displ_level,cyl_level,air_pollution_score_level,city_mpg_level,hwy_mpg_level,cmb_mpg_level,greenhouse_gas_score_level
LEXUS LS 500h,3.5,6.0,SCV-10,4WD,Gasoline,midsize car,7,23,31,26,5,No,mod_high,mod_high,high,mod_high,mod_high,mod_high,mod_high
LEXUS LX 570,5.7,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,12,16,14,1,No,high,high,medium,low,low,low,low
LEXUS NX 300,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,22,28,25,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
LEXUS NX 300,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,22,28,24,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
LEXUS NX 300 F Sport,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,22,27,24,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
LEXUS NX 300h,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7,33,30,31,7,Yes,medium,medium,high,high,mod_high,high,high
LEXUS RC 300,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,5,21,30,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
LEXUS RC 300,3.5,6.0,SemiAuto-6,4WD,Gasoline,small car,5,18,24,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
LEXUS RC 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,small car,5,19,26,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
LEXUS RC 350,3.5,6.0,SemiAuto-8,2WD,Gasoline,small car,5,20,28,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
LEXUS RC F,5.0,8.0,SemiAuto-8,2WD,Gasoline,small car,5,16,24,19,3,No,high,high,mod_high,low,medium,medium,medium
LEXUS RX 350,3.5,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,20,27,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
LEXUS RX 350,3.5,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,19,26,22,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
LEXUS RX 350 L,3.5,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,19,26,22,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
LEXUS RX 350 L,3.5,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,18,25,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
LEXUS RX 450h,3.5,6.0,SCV-6,4WD,Gasoline,standard SUV,7,31,28,30,7,Yes,mod_high,mod_high,high,high,mod_high,high,high
LEXUS RX 450h L,3.5,6.0,SCV-6,4WD,Gasoline,standard SUV,7,29,28,29,6,No,mod_high,mod_high,high,high,mod_high,high,mod_high
LEXUS UX 200,2.0,4.0,SCV-10,2WD,Gasoline,midsize car,6,29,37,33,7,Yes,medium,medium,mod_high,high,high,high,high
LEXUS UX 250h,2.0,4.0,SCV-6,2WD,Gasoline,small car,6,43,41,42,9,Yes,medium,medium,mod_high,high,high,high,high
LEXUS UX 250h,2.0,4.0,SCV-6,4WD,Gasoline,small car,6,41,38,39,9,Yes,medium,medium,mod_high,high,high,high,high
LINCOLN Aviator,3.0,6.0,SemiAuto-10,2WD,Gasoline,standard SUV,5,18,26,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
LINCOLN Aviator,3.0,6.0,SemiAuto-10,4WD,Gasoline,standard SUV,5,17,24,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
LINCOLN Continental,2.7,6.0,SemiAuto-6,2WD,Gasoline,large car,5,18,27,21,4,No,medium,mod_high,mod_high,medium,mod_high,medium,medium
LINCOLN Continental,2.7,6.0,SemiAuto-6,4WD,Gasoline,large car,5,17,25,20,4,No,medium,mod_high,mod_high,medium,medium,medium,medium
LINCOLN Continental,3.0,6.0,SemiAuto-6,4WD,Gasoline,large car,5,16,24,19,3,No,mod_high,mod_high,mod_high,low,medium,medium,medium
LINCOLN Continental,3.7,6.0,SemiAuto-6,2WD,Gasoline,large car,3,17,26,20,4,No,high,mod_high,medium,medium,medium,medium,medium
LINCOLN Continental,3.7,6.0,SemiAuto-6,4WD,Gasoline,large car,3,16,24,19,3,No,high,mod_high,medium,low,medium,medium,medium
LINCOLN Continental Coach,3.0,6.0,SemiAuto-6,4WD,Gasoline,large car,5,16,24,19,3,No,mod_high,mod_high,mod_high,low,medium,medium,medium
LINCOLN Corsair,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,5,22,29,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
LINCOLN Corsair,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
LINCOLN Corsair,2.3,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21,28,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
LINCOLN MKZ,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,5,20,31,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
LINCOLN MKZ,2.0,4.0,SemiAuto-6,4WD,Gasoline,midsize car,5,20,29,23,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
LINCOLN MKZ,3.0,6.0,SemiAuto-6,2WD,Gasoline,midsize car,5,18,27,21,4,No,mod_high,mod_high,mod_high,medium,mod_high,medium,medium
LINCOLN MKZ,3.0,6.0,SemiAuto-6,4WD,Gasoline,midsize car,5,17,26,20,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
LINCOLN MKZ Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,42,39,41,9,Yes,medium,medium,high,high,high,high,high
LINCOLN Nautilus,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,20,25,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
LINCOLN Nautilus,2.7,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,19,26,21,4,No,medium,mod_high,mod_high,medium,medium,medium,medium
LINCOLN Navigator,3.5,6.0,SemiAuto-10,2WD,Gasoline,standard SUV,5,16,22,19,3,No,mod_high,mod_high,mod_high,low,low,medium,medium
LINCOLN Navigator,3.5,6.0,SemiAuto-10,4WD,Gasoline,standard SUV,5,16,21,18,3,No,mod_high,mod_high,mod_high,low,low,low,medium
LINCOLN Navigator L,3.5,6.0,SemiAuto-10,2WD,Gasoline,standard SUV,5,16,21,18,3,No,mod_high,mod_high,mod_high,low,low,low,medium
LINCOLN Nuatilus,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,5,21,26,23,5,No,medium,medium,mod_high,mod_high,medium,mod_high,mod_high
LOTUS Evora,3.5,6.0,Man-6,2WD,Gasoline,small car,1,16,24,19,3,No,mod_high,mod_high,low,low,medium,medium,medium
LOTUS Evora,3.5,6.0,SemiAuto-6,2WD,Gasoline,small car,1,17,24,20,4,No,mod_high,mod_high,low,medium,medium,medium,medium
LOTUS Evora GT,3.5,6.0,Man-6,2WD,Gasoline,small car,1,17,26,20,4,No,mod_high,mod_high,low,medium,medium,medium,medium
LOTUS Evora GT,3.5,6.0,SemiAuto-6,2WD,Gasoline,small car,1,17,24,20,4,No,mod_high,mod_high,low,medium,medium,medium,medium
MASERATI Ghibli,3.0,6.0,Auto-8,2WD,Gasoline,midsize car,1,17,24,19,3,No,mod_high,mod_high,low,medium,medium,medium,medium
MASERATI Ghibli S,3.0,6.0,Auto-8,2WD,Gasoline,midsize car,1,17,24,19,3,No,mod_high,mod_high,low,medium,medium,medium,medium
MASERATI Ghibli S Q4,3.0,6.0,Auto-8,4WD,Gasoline,midsize car,1,16,24,19,3,No,mod_high,mod_high,low,low,medium,medium,medium
MASERATI Levante,3.0,6.0,Auto-8,4WD,Gasoline,standard SUV,1,15,21,17,3,No,mod_high,mod_high,low,low,low,low,medium
MASERATI Levante GTS,3.8,8.0,Auto-8,4WD,Gasoline,standard SUV,1,14,18,15,2,No,high,high,low,low,low,low,low
MASERATI Levante S,3.0,6.0,Auto-8,4WD,Gasoline,standard SUV,1,15,21,17,3,No,mod_high,mod_high,low,low,low,low,medium
MASERATI Levante Trofeo,3.8,8.0,Auto-8,4WD,Gasoline,standard SUV,1,14,18,15,2,No,high,high,low,low,low,low,low
MASERATI Quattroporte GTS,3.8,8.0,Auto-8,2WD,Gasoline,large car,1,15,22,17,3,No,high,high,low,low,low,low,medium
MASERATI Quattroporte S,3.0,6.0,Auto-8,2WD,Gasoline,large car,1,17,24,19,3,No,mod_high,mod_high,low,medium,medium,medium,medium
MASERATI Quattroporte S Q4,3.0,6.0,Auto-8,4WD,Gasoline,large car,1,16,23,18,3,No,mod_high,mod_high,low,low,medium,low,medium
MAZDA 2,1.5,4.0,Man-6,2WD,Gasoline,small car,3,30,39,34,8,No,low,medium,medium,high,high,high,high
MAZDA 2,1.5,4.0,SemiAuto-6,2WD,Gasoline,small car,3,32,40,35,8,No,low,medium,medium,high,high,high,high
MAZDA 3,2.5,4.0,Man-6,2WD,Gasoline,midsize car,7,25,35,29,6,No,medium,medium,high,high,high,high,mod_high
MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,26,35,30,7,Yes,medium,medium,high,high,high,high,high
MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,small car,7,26,35,30,7,Yes,medium,medium,high,high,high,high,high
MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,small car,7,27,36,30,7,Yes,medium,medium,high,high,high,high,high
MAZDA 3,2.5,4.0,SemiAuto-6,4WD,Gasoline,midsize car,7,24,32,27,6,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
MAZDA 3,2.5,4.0,SemiAuto-6,4WD,Gasoline,small car,7,25,33,28,6,No,medium,medium,high,high,high,high,mod_high
MAZDA 6,2.5,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,26,35,29,6,No,medium,medium,high,high,high,high,mod_high
MAZDA 6,2.5,4.0,SemiAuto-6,2WD,Gasoline,midsize car,3,23,31,26,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
MAZDA CX-3,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,3,29,34,31,7,No,medium,medium,medium,high,high,high,high
MAZDA CX-3,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,7,29,34,31,7,Yes,medium,medium,high,high,high,high,high
MAZDA CX-3,2.0,4.0,SemiAuto-6,4WD,Gasoline,small car,3,27,32,29,6,No,medium,medium,medium,high,mod_high,high,mod_high
MAZDA CX-3,2.0,4.0,SemiAuto-6,4WD,Gasoline,small car,7,27,32,29,6,No,medium,medium,high,high,mod_high,high,mod_high
MAZDA CX-30,2.5,4.0,SemiAuto-6,2WD,Gasoline,small SUV,7,25,33,28,6,No,medium,medium,high,high,high,high,mod_high
MAZDA CX-30,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,7,24,31,26,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
MAZDA CX-30,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,7,25,32,27,6,No,medium,medium,high,high,mod_high,mod_high,mod_high
MAZDA CX-5 2WD,2.5,4.0,SemiAuto-6,2WD,Gasoline,small SUV,7,25,31,28,6,No,medium,medium,high,high,mod_high,high,mod_high
MAZDA CX-5 4WD,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,7,24,30,26,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
MAZDA CX-5 4WD,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,22,27,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MAZDA CX-9,2.5,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5,22,28,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MAZDA CX-9,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,20,26,23,5,No,medium,medium,mod_high,mod_high,medium,mod_high,mod_high
MAZDA MX-5,2.0,4.0,Man-6,2WD,Gasoline,small car,3,26,34,29,6,No,medium,medium,medium,high,high,high,mod_high
MAZDA MX-5,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,3,26,35,30,7,No,medium,medium,medium,high,high,high,high
MERCEDES-BENZ A 220,2.0,4.0,Auto-7,2WD,Gasoline,small car,5,24,35,28,6,No,medium,medium,mod_high,mod_high,high,high,mod_high
MERCEDES-BENZ A 220 4Matic,2.0,4.0,Auto-7,4WD,Gasoline,small car,5,24,34,28,6,No,medium,medium,mod_high,mod_high,high,high,mod_high
MERCEDES-BENZ AMG A35 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,small car,5,24,31,27,6,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,small car,5,18,25,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,small car,5,19,27,22,4,No,mod_high,mod_high,mod_high,medium,mod_high,medium,medium
MERCEDES-BENZ AMG C63,4.0,8.0,Auto-9,2WD,Gasoline,small car,3,17,24,20,4,No,high,high,medium,medium,medium,medium,medium
MERCEDES-BENZ AMG C63,4.0,8.0,Auto-9,2WD,Gasoline,small car,3,17,26,20,4,No,high,high,medium,medium,medium,medium,medium
MERCEDES-BENZ AMG C63,4.0,8.0,Auto-9,2WD,Gasoline,small car,3,18,27,21,4,No,high,high,medium,medium,mod_high,medium,medium
MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-9,2WD,Gasoline,small car,3,17,24,20,4,No,high,high,medium,medium,medium,medium,medium
MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-9,2WD,Gasoline,small car,3,17,26,20,4,No,high,high,medium,medium,medium,medium,medium
MERCEDES-BENZ AMG C63 S,4.0,8.0,Auto-9,2WD,Gasoline,small car,3,18,27,21,4,No,high,high,medium,medium,mod_high,medium,medium
MERCEDES-BENZ AMG CLA 35 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,small car,5,23,29,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ AMG CLA45 4Matic,2.0,4.0,AutoMan-8,4WD,Gasoline,small car,3,20,29,23,5,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ AMG CLS 53 4Matic+,3.0,6.0,Auto-9,4WD,Gasoline,small car,6,21,27,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ AMG E 53 4Matic+,3.0,6.0,Auto-9,4WD,Gasoline,midsize car,6,21,28,24,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ AMG E 53 4Matic+,3.0,6.0,Auto-9,4WD,Gasoline,small car,6,20,26,23,5,No,mod_high,mod_high,mod_high,mod_high,medium,mod_high,mod_high
MERCEDES-BENZ AMG E 53 4Matic+,3.0,6.0,Auto-9,4WD,Gasoline,small car,6,21,28,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ AMG E63 S 4Matic+,4.0,8.0,Auto-9,4WD,Gasoline,midsize car,3,15,23,18,3,No,high,high,medium,low,medium,low,medium
MERCEDES-BENZ AMG E63 S 4Matic+,4.0,8.0,Auto-9,4WD,Gasoline,station wagon,3,16,23,19,3,No,high,high,medium,low,medium,medium,medium
MERCEDES-BENZ AMG G63,4.0,8.0,Auto-9,4WD,Gasoline,standard SUV,3,13,15,14,1,No,high,high,medium,low,low,low,low
MERCEDES-BENZ AMG GLC43 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,small SUV,5,18,24,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ AMG GLC63 4Matic+,4.0,8.0,Auto-9,4WD,Gasoline,small SUV,5,16,22,18,3,No,high,high,mod_high,low,low,low,medium
MERCEDES-BENZ AMG GLC63 S 4Matic+,4.0,8.0,Auto-9,4WD,Gasoline,small SUV,5,16,22,18,3,No,high,high,mod_high,low,low,low,medium
MERCEDES-BENZ AMG GT,4.0,8.0,AutoMan-7,2WD,Gasoline,small car,3,16,22,18,3,No,high,high,medium,low,low,low,medium
MERCEDES-BENZ AMG GT 53 4Matic+,3.0,6.0,Auto-9,4WD,Gasoline,small car,6,19,24,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ AMG GT 63 4Matic+,4.0,8.0,Auto-9,4WD,Gasoline,small car,5,15,20,17,3,No,high,high,mod_high,low,low,low,medium
MERCEDES-BENZ AMG GT 63 S 4Matic+,4.0,8.0,Auto-9,4WD,Gasoline,small car,5,15,20,17,3,No,high,high,mod_high,low,low,low,medium
MERCEDES-BENZ AMG GT C,4.0,8.0,AutoMan-7,2WD,Gasoline,small car,3,15,20,17,3,No,high,high,medium,low,low,low,medium
MERCEDES-BENZ AMG GT C,4.0,8.0,AutoMan-7,2WD,Gasoline,small car,3,15,21,17,3,No,high,high,medium,low,low,low,medium
MERCEDES-BENZ AMG GT R,4.0,8.0,AutoMan-7,2WD,Gasoline,small car,3,15,20,17,3,No,high,high,medium,low,low,low,medium
MERCEDES-BENZ AMG S63 4Matic+,4.0,8.0,Auto-9,4WD,Gasoline,large car,5,17,26,20,4,No,high,high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ AMG S63 4Matic+,4.0,8.0,Auto-9,4WD,Gasoline,small car,5,15,24,18,3,No,high,high,mod_high,low,medium,low,medium
MERCEDES-BENZ AMG S63 4Matic+,4.0,8.0,Auto-9,4WD,Gasoline,small car,5,17,27,20,4,No,high,high,mod_high,medium,mod_high,medium,medium
MERCEDES-BENZ AMG S65,6.0,12.0,Auto-7,2WD,Gasoline,large car,3,13,22,16,2,No,high,high,medium,low,low,low,low
MERCEDES-BENZ AMG SLC 43,3.0,6.0,Auto-9,2WD,Gasoline,small car,5,20,29,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,6,22,31,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,6,24,35,28,6,No,medium,medium,mod_high,mod_high,high,high,mod_high
MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small car,6,21,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small car,6,21,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ C300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small car,6,23,33,26,5,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ CLA250,2.0,4.0,AutoMan-7,2WD,Gasoline,small car,5,25,35,28,6,No,medium,medium,mod_high,high,high,high,mod_high
MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,small car,5,23,33,27,6,No,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MERCEDES-BENZ CLS450,3.0,6.0,Auto-9,2WD,Gasoline,small car,6,24,31,26,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ CLS450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,small car,6,23,30,26,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,6,23,32,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E350 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,midsize car,6,22,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E450,3.0,6.0,Auto-9,2WD,Gasoline,small car,5,20,28,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,midsize car,5,20,28,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ E450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,small car,5,19,26,22,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ E450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,station wagon,5,19,26,22,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ E450 4Matic Convertible,3.0,6.0,Auto-9,4WD,Gasoline,small car,5,19,26,22,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ E450 Convertible,3.0,6.0,Auto-9,2WD,Gasoline,small car,5,20,27,23,5,No,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ G550,4.0,8.0,Auto-9,4WD,Gasoline,standard SUV,3,13,17,14,1,No,high,high,medium,low,low,low,low
MERCEDES-BENZ GLA 250,2.0,4.0,AutoMan-7,2WD,Gasoline,small SUV,5,24,34,28,6,No,medium,medium,mod_high,mod_high,high,high,mod_high
MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,small SUV,5,22,30,25,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ GLB 250,2.0,4.0,AutoMan-8,2WD,Gasoline,special purpose,5,23,30,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ GLB 250 4Matic,2.0,4.0,AutoMan-8,4WD,Gasoline,small SUV,5,23,31,26,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ GLC 300,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,6,22,29,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,6,21,28,24,5,No,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ GLE 580 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,standard SUV,5,17,21,19,3,No,high,high,mod_high,medium,low,medium,medium
MERCEDES-BENZ GLE350,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5,20,27,22,4,No,medium,medium,mod_high,mod_high,mod_high,medium,medium
MERCEDES-BENZ GLE350 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,19,26,22,4,No,medium,medium,mod_high,medium,medium,medium,medium
MERCEDES-BENZ GLE450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,standard SUV,6,19,24,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ GLS 580 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,standard SUV,5,16,21,18,3,No,high,high,mod_high,low,low,low,medium
MERCEDES-BENZ GLS450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,standard SUV,6,19,23,21,4,No,mod_high,mod_high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ Maybach S650,6.0,12.0,Auto-7,2WD,Gasoline,large car,3,13,21,16,2,No,high,high,medium,low,low,low,low
MERCEDES-BENZ Metris,2.0,4.0,Auto-7,2WD,Gasoline,special purpose,5,19,23,21,4,No,medium,medium,mod_high,medium,medium,medium,medium
MERCEDES-BENZ Metris,2.0,4.0,Auto-7,2WD,Gasoline,special purpose,5,20,24,21,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
MERCEDES-BENZ Metris,2.0,4.0,Auto-7,2WD,Gasoline,special purpose,5,20,24,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
MERCEDES-BENZ Metris,2.0,4.0,Auto-7,2WD,Gasoline,special purpose,5,21,24,22,4,No,medium,medium,mod_high,mod_high,medium,medium,medium
MERCEDES-BENZ S450,3.0,6.0,Auto-9,2WD,Gasoline,large car,3,19,28,22,4,No,mod_high,mod_high,medium,medium,mod_high,medium,medium
MERCEDES-BENZ S450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,large car,3,18,28,22,4,No,mod_high,mod_high,medium,medium,mod_high,medium,medium
MERCEDES-BENZ S560,4.0,8.0,Auto-9,2WD,Gasoline,large car,5,17,27,21,4,No,high,high,mod_high,medium,mod_high,medium,medium
MERCEDES-BENZ S560,4.0,8.0,Auto-9,2WD,Gasoline,small car,5,17,26,20,4,No,high,high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ S560 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,large car,5,17,27,21,4,No,high,high,mod_high,medium,mod_high,medium,medium
MERCEDES-BENZ S560 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,small car,5,17,26,20,4,No,high,high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ S560 4Matic Maybach,4.0,8.0,Auto-9,4WD,Gasoline,large car,5,16,25,19,3,No,high,high,mod_high,low,medium,medium,medium
MERCEDES-BENZ SL450,3.0,6.0,Auto-9,2WD,Gasoline,small car,3,20,28,22,4,No,mod_high,mod_high,medium,mod_high,mod_high,medium,medium
MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,small car,3,17,25,20,4,No,high,high,medium,medium,medium,medium,medium
MERCEDES-BENZ SLC300,2.0,4.0,Auto-9,2WD,Gasoline,small car,3,23,32,27,6,No,medium,medium,medium,mod_high,mod_high,mod_high,mod_high
MINI Cooper Convertible,1.5,3.0,AMS-7,2WD,Gasoline,small car,7,28,36,31,7,Yes,low,low,high,high,high,high,high
MINI Cooper Countryman,1.5,3.0,AMS-7,2WD,Gasoline,midsize car,7,26,33,29,6,No,low,low,high,high,high,high,mod_high
MINI Cooper Countryman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,midsize car,7,24,33,27,6,No,low,low,high,mod_high,high,mod_high,mod_high
MINI Cooper Hardtop,1.5,3.0,AMS-7,2WD,Gasoline,small car,7,28,36,31,7,Yes,low,low,high,high,high,high,high
MINI Cooper S Clubman,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MINI Cooper S Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,23,32,26,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
MINI Cooper S Convertible,2.0,4.0,AMS-7,2WD,Gasoline,small car,7,26,34,29,6,No,medium,medium,high,high,high,high,mod_high
MINI Cooper S Countryman,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,7,24,33,28,6,No,medium,medium,high,mod_high,high,high,mod_high
MINI Cooper S Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,23,31,26,5,No,medium,medium,high,mod_high,mod_high,mod_high,mod_high
MINI Cooper S Hardtop,2.0,4.0,AMS-7,2WD,Gasoline,small car,7,26,35,30,7,Yes,medium,medium,high,high,high,high,high
