model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,displ_level,cyl_level,air_pollution_score_level,city_mpg_level,hwy_mpg_level,cmb_mpg_level,greenhouse_gas_score_level
BMW 328i,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,9.0,18,28,22,6.0,yes,medium,mod_high,high,mod_high,mod_high,mod_high,mod_high
BMW 328i,3.0,6.0,Man-6,4WD,Gasoline,CA,small car,7.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 328i,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,small car,7.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 328i,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,18,28,22,6.0,yes,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 328i,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,18,28,22,6.0,yes,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 328i,3.0,6.0,Man-6,4WD,Gasoline,FA,small car,6.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 328i,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,small car,6.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 328i,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,18,28,22,6.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 328i,3.0,6.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,18,28,22,6.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 328i Sport Wagon,3.0,6.0,Man-6,4WD,Gasoline,CA,station wagon,7.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 328i Sport Wagon,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,station wagon,7.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 328i Sport Wagon,3.0,6.0,Man-6,2WD,Gasoline,CA,station wagon,7.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 328i Sport Wagon,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,station wagon,7.0,18,27,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 328i Sport Wagon,3.0,6.0,Man-6,4WD,Gasoline,FA,station wagon,6.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 328i Sport Wagon,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,station wagon,6.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 328i Sport Wagon,3.0,6.0,Man-6,2WD,Gasoline,FA,station wagon,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 328i Sport Wagon,3.0,6.0,SemiAuto-6,2WD,Gasoline,FA,station wagon,6.0,18,27,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 335Ci,3.0,6.0,Man-6,4WD,Gasoline,CA,small car,7.0,16,25,19,4.0,no,medium,mod_high,mod_high,medium,mod_high,medium,medium
BMW 335Ci,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,small car,7.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335Ci,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335Ci,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335Ci,3.0,6.0,Man-6,4WD,Gasoline,FA,small car,6.0,16,25,19,4.0,no,medium,mod_high,mod_high,medium,mod_high,medium,medium
BMW 335Ci,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,small car,6.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335Ci,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335Ci,3.0,6.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335Ci Convertible,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335Ci Convertible,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335Ci Convertible,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335Ci Convertible,3.0,6.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335d,3.0,6.0,SemiAuto-6,2WD,Diesel,FA,small car,6.0,23,36,27,6.0,no,medium,mod_high,mod_high,high,high,high,mod_high
BMW 335d,3.0,6.0,SemiAuto-6,2WD,Diesel,CA,small car,6.0,23,36,27,6.0,no,medium,mod_high,mod_high,high,high,high,mod_high
BMW 335i,3.0,6.0,Man-6,4WD,Gasoline,CA,small car,7.0,16,25,19,4.0,no,medium,mod_high,mod_high,medium,mod_high,medium,medium
BMW 335i,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,small car,7.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335i,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335i,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335i,3.0,6.0,Man-6,4WD,Gasoline,FA,small car,6.0,16,25,19,4.0,no,medium,mod_high,mod_high,medium,mod_high,medium,medium
BMW 335i,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,small car,6.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335i,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 335i,3.0,6.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 528i,3.0,6.0,Man-6,4WD,Gasoline,CA,midsize car,7.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 528i,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,7.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 528i,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,18,27,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 528i,3.0,6.0,Man-6,2WD,Gasoline,CA,midsize car,7.0,18,28,22,6.0,yes,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 528i,3.0,6.0,Man-6,4WD,Gasoline,FA,midsize car,6.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 528i,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,6.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 528i,3.0,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6.0,18,27,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 528i,3.0,6.0,Man-6,2WD,Gasoline,FA,midsize car,6.0,18,28,22,6.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 535i,3.0,6.0,Man-6,4WD,Gasoline,FA,midsize car,6.0,16,25,19,4.0,no,medium,mod_high,mod_high,medium,mod_high,medium,medium
BMW 535i,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,6.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 535i,3.0,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 535i,3.0,6.0,Man-6,2WD,Gasoline,FA,midsize car,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 535i,3.0,6.0,Man-6,4WD,Gasoline,CA,midsize car,6.0,16,25,19,4.0,no,medium,mod_high,mod_high,medium,mod_high,medium,medium
BMW 535i,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,6.0,17,25,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 535i,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 535i,3.0,6.0,Man-6,2WD,Gasoline,CA,midsize car,6.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BMW 535i Gran Turismo,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,large car,7.0,19,28,22,6.0,yes,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 535i Gran Turismo,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,large car,6.0,19,28,22,6.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW 535i Sport Wagon,3.0,6.0,Man-6,4WD,Gasoline,FA,station wagon,6.0,16,23,18,4.0,no,medium,mod_high,mod_high,medium,medium,medium,medium
BMW 535i Sport Wagon,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,station wagon,6.0,16,24,19,4.0,no,medium,mod_high,mod_high,medium,medium,medium,medium
BMW 535i Sport Wagon,3.0,6.0,Man-6,4WD,Gasoline,CA,station wagon,6.0,16,23,18,4.0,no,medium,mod_high,mod_high,medium,medium,medium,medium
BMW 535i Sport Wagon,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,station wagon,6.0,16,24,19,4.0,no,medium,mod_high,mod_high,medium,medium,medium,medium
BMW 550 GT,4.4,8.0,SemiAuto-8,2WD,Gasoline,CA,large car,7.0,15,22,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 550 GT,4.4,8.0,SemiAuto-8,2WD,Gasoline,FA,large car,6.0,15,22,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 550i,4.8,8.0,Man-6,2WD,Gasoline,FA,midsize car,7.0,15,22,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 550i,4.8,8.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,15,23,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 550i,4.8,8.0,Man-6,2WD,Gasoline,CA,midsize car,7.0,15,22,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 550i,4.8,8.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,15,23,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 550i GT,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,large car,7.0,15,22,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 550i GT,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,large car,6.0,15,22,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 650ci,4.8,8.0,Man-6,2WD,Gasoline,FA,small car,7.0,15,22,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 650ci,4.8,8.0,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,15,23,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 650ci,4.8,8.0,Man-6,2WD,Gasoline,CA,small car,7.0,15,22,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 650ci,4.8,8.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,15,23,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 650ci Convertible,4.8,8.0,Man-6,2WD,Gasoline,FA,small car,7.0,14,21,16,3.0,no,high,mod_high,mod_high,low,medium,low,low
BMW 650ci Convertible,4.8,8.0,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,15,23,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 650ci Convertible,4.8,8.0,Man-6,2WD,Gasoline,CA,small car,7.0,14,21,16,3.0,no,high,mod_high,mod_high,low,medium,low,low
BMW 650ci Convertible,4.8,8.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,15,23,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BMW 750Li,4.4,8.0,SemiAuto-6,4WD,Gasoline,CA,large car,7.0,14,20,16,3.0,no,high,mod_high,mod_high,low,low,low,low
BMW 750Li,4.4,8.0,SemiAuto-6,2WD,Gasoline,CA,large car,7.0,14,21,17,3.0,no,high,mod_high,mod_high,low,medium,medium,low
BMW 750Li,4.4,8.0,SemiAuto-6,4WD,Gasoline,FA,large car,6.0,14,20,16,3.0,no,high,mod_high,mod_high,low,low,low,low
BMW 750Li,4.4,8.0,SemiAuto-6,2WD,Gasoline,FA,large car,6.0,14,21,17,3.0,no,high,mod_high,mod_high,low,medium,medium,low
BMW 750i,4.4,8.0,SemiAuto-6,4WD,Gasoline,CA,large car,7.0,14,20,16,3.0,no,high,mod_high,mod_high,low,low,low,low
BMW 750i,4.4,8.0,SemiAuto-6,2WD,Gasoline,CA,large car,7.0,15,22,17,3.0,no,high,mod_high,mod_high,medium,medium,medium,low
BMW 750i,4.4,8.0,SemiAuto-6,4WD,Gasoline,FA,large car,6.0,14,20,16,3.0,no,high,mod_high,mod_high,low,low,low,low
BMW 750i,4.4,8.0,SemiAuto-6,2WD,Gasoline,FA,large car,6.0,15,22,17,3.0,no,high,mod_high,mod_high,medium,medium,medium,low
BMW 760Li,6.0,12.0,SemiAuto-8,2WD,Gasoline,CA,large car,7.0,13,19,15,2.0,no,high,high,mod_high,low,low,low,low
BMW 760Li,6.0,12.0,SemiAuto-8,2WD,Gasoline,FA,large car,6.0,13,19,15,2.0,no,high,high,mod_high,low,low,low,low
BMW ActiveHybrid X6,4.4,8.0,SemiAuto-7,4WD,Gasoline,CA,SUV,7.0,17,19,18,4.0,no,high,mod_high,mod_high,medium,low,medium,medium
BMW ActiveHybrid X6,4.4,8.0,SemiAuto-7,4WD,Gasoline,FA,SUV,6.0,17,19,18,4.0,no,high,mod_high,mod_high,medium,low,medium,medium
BMW M3,4.0,8.0,SemiAuto-7,2WD,Gasoline,FA,small car,6.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3,4.0,8.0,Man-6,2WD,Gasoline,FA,small car,6.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3,4.0,8.0,SemiAuto-7,2WD,Gasoline,CA,small car,6.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3,4.0,8.0,Man-6,2WD,Gasoline,CA,small car,6.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3 Convertible,4.0,8.0,Man-6,2WD,Gasoline,FA,small car,6.0,13,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3 Convertible,4.0,8.0,SemiAuto-7,2WD,Gasoline,FA,small car,6.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3 Convertible,4.0,8.0,Man-6,2WD,Gasoline,CA,small car,6.0,13,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3 Convertible,4.0,8.0,SemiAuto-7,2WD,Gasoline,CA,small car,6.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3 Coupe,4.0,8.0,SemiAuto-7,2WD,Gasoline,FA,small car,6.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3 Coupe,4.0,8.0,Man-6,2WD,Gasoline,FA,small car,6.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3 Coupe,4.0,8.0,SemiAuto-7,2WD,Gasoline,CA,small car,6.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M3 Coupe,4.0,8.0,Man-6,2WD,Gasoline,CA,small car,6.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
BMW M5,5.0,10.0,Man-6,2WD,Gasoline,FA,midsize car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M5,5.0,10.0,SemiAuto-7,2WD,Gasoline,FA,midsize car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M5,5.0,10.0,Man-6,2WD,Gasoline,CA,midsize car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M5,5.0,10.0,SemiAuto-7,2WD,Gasoline,CA,midsize car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M6,5.0,10.0,Man-6,2WD,Gasoline,FA,small car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M6,5.0,10.0,SemiAuto-7,2WD,Gasoline,FA,small car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M6,5.0,10.0,Man-6,2WD,Gasoline,CA,small car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M6,5.0,10.0,SemiAuto-7,2WD,Gasoline,CA,small car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M6 Convertible,5.0,10.0,Man-6,2WD,Gasoline,FA,small car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M6 Convertible,5.0,10.0,SemiAuto-7,2WD,Gasoline,FA,small car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M6 Convertible,5.0,10.0,Man-6,2WD,Gasoline,CA,small car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW M6 Convertible,5.0,10.0,SemiAuto-7,2WD,Gasoline,CA,small car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
BMW X3,3.0,6.0,Man-6,4WD,Gasoline,CA,SUV,7.0,17,24,19,4.0,no,medium,mod_high,mod_high,medium,medium,medium,medium
BMW X3,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high
BMW X3,3.0,6.0,Man-6,4WD,Gasoline,FA,SUV,6.0,17,24,19,4.0,no,medium,mod_high,mod_high,medium,medium,medium,medium
BMW X3,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high
BMW X5,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,15,21,18,4.0,no,medium,mod_high,mod_high,medium,medium,medium,medium
BMW X5,4.8,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,14,19,16,3.0,no,high,mod_high,mod_high,low,low,low,low
BMW X5,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,15,21,18,4.0,no,medium,mod_high,mod_high,medium,medium,medium,medium
BMW X5,3.0,6.0,SemiAuto-6,4WD,Diesel,FA,SUV,6.0,19,26,22,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW X5,3.0,6.0,SemiAuto-6,4WD,Diesel,CA,SUV,6.0,19,26,22,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW X5,4.4,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,12,17,14,1.0,no,high,mod_high,mod_high,low,low,low,low
BMW X5,4.4,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,6.0,12,17,14,1.0,no,high,mod_high,mod_high,low,low,low,low
BMW X5,4.8,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,14,19,16,3.0,no,high,mod_high,mod_high,low,low,low,low
BMW X6,4.4,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,13,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
BMW X6,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,15,21,17,3.0,no,medium,mod_high,mod_high,medium,medium,medium,low
BMW X6,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,6.0,15,21,17,3.0,no,medium,mod_high,mod_high,medium,medium,medium,low
BMW X6,4.4,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,12,17,14,1.0,no,high,mod_high,mod_high,low,low,low,low
BMW X6,4.4,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,13,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
BMW X6,4.4,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,6.0,12,17,14,1.0,no,high,mod_high,mod_high,low,low,low,low
BMW Z4,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,18,28,22,6.0,yes,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW Z4,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,18,28,22,6.0,yes,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW Z4,3.0,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,6.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high
BMW Z4,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,18,25,20,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW Z4,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,18,28,22,6.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW Z4,3.0,6.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,18,28,22,6.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BMW Z4,3.0,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,6.0,17,24,20,5.0,no,medium,mod_high,mod_high,medium,medium,mod_high,mod_high
BMW Z4,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,6.0,18,25,20,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
BUGATTI Veyron,8.0,16.0,SemiAuto-7,4WD,Gasoline,FA,small car,6.0,8,14,10,0.0,no,high,high,mod_high,low,low,low,low
BUGATTI Veyron,8.0,16.0,SemiAuto-7,4WD,Gasoline,CA,small car,6.0,8,14,10,0.0,no,high,high,mod_high,low,low,low,low
BUICK Allure,2.4,4.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7.0,19,30,23,6.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
BUICK Allure,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7.0,16,25,19,4.0,no,medium,mod_high,mod_high,medium,mod_high,medium,medium
BUICK Allure,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BUICK Allure,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,17,27,21,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BUICK Allure,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6.0,17,27,21,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BUICK Enclave,3.6,6.0,Auto-6,2WD,Gasoline,CA,SUV,7.0,17,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
BUICK Enclave,3.6,6.0,Auto-6,4WD,Gasoline,CA,SUV,7.0,16,22,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
BUICK Enclave,3.6,6.0,Auto-6,2WD,Gasoline,FA,SUV,6.0,17,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
BUICK Enclave,3.6,6.0,Auto-6,4WD,Gasoline,FA,SUV,6.0,16,22,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
BUICK Lacrosse,2.4,4.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7.0,19,30,23,6.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
BUICK Lacrosse,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7.0,16,25,19,4.0,no,medium,mod_high,mod_high,medium,mod_high,medium,medium
BUICK Lacrosse,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7.0,17,26,20,5.0,no,medium,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BUICK Lacrosse,3.6,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,17,27,21,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BUICK Lacrosse,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6.0,17,27,21,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
BUICK Lucerne,3.9,6.0,Auto-4,2WD,Gasoline,CA,large car,9.0,17,26,20,5.0,no,mod_high,mod_high,high,medium,mod_high,mod_high,mod_high
BUICK Lucerne,4.6,8.0,Auto-4,2WD,Gasoline,FA,large car,7.0,15,22,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
BUICK Lucerne,3.9,6.0,Auto-4,2WD,Gasoline,FA,large car,6.0,17,26,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
CADILLAC CTS,3.0,6.0,Man-6,2WD,Gasoline,FC,midsize car,7.0,16,26,19,4.0,no,medium,mod_high,mod_high,medium,mod_high,medium,medium
CADILLAC CTS,3.0,6.0,SemiAuto-6,4WD,Gasoline,FC,midsize car,7.0,18,26,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
CADILLAC CTS,3.0,6.0,SemiAuto-6,2WD,Gasoline,FC,midsize car,7.0,18,27,22,6.0,yes,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
CADILLAC CTS,3.6,6.0,Man-6,2WD,Gasoline,FA,midsize car,6.0,16,25,19,4.0,no,mod_high,mod_high,mod_high,medium,mod_high,medium,medium
CADILLAC CTS,3.6,6.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,6.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
CADILLAC CTS,3.6,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
CADILLAC CTS,3.6,6.0,Man-6,2WD,Gasoline,CA,midsize car,6.0,16,25,19,4.0,no,mod_high,mod_high,mod_high,medium,mod_high,medium,medium
